市区町村名,平均価格
三重郡川越町,0.10530771615801143
三重郡朝日町,0.11374499810722916
伊勢市,0.11015048748414814
四日市市,0.10069752937865473
松阪市,0.09464300211056398
桑名市,0.09473001692245746
津市,0.10568236603584473
鈴鹿市,0.09594428700338323
久世郡久御山町,0.09994857304533422
乙訓郡大山崎町,0.1097904820967065
亀岡市,0.1082483918485336
京田辺市,0.10613158968349908
京都市上京区,0.21122672560038627
京都市下京区,0.23186173766256438
京都市中京区,0.1969156153022358
京都市伏見区,0.13443069670385888
京都市北区,0.1436468727875541
京都市南区,0.15208966261711915
京都市右京区,0.14738910060719132
京都市山科区,0.12579701075697072
京都市左京区,0.15282057462397625
京都市東山区,0.22185963031438077
京都市西京区,0.12705897019395368
八幡市,0.11067285232059887
南丹市,0.11335657886736107
向日市,0.10721792475141789
城陽市,0.11056544262325915
宇治市,0.10793960083591853
木津川市,0.09461738002933168
相楽郡精華町,0.08880447698457604
綴喜郡井手町,0.10010835263831044
長岡京市,0.11088495743804053
佐賀市,0.11556682991214771
唐津市,0.0994602652993318
三田市,0.09241152512770759
伊丹市,0.10899614164644394
加古川市,0.1050463013915048
姫路市,0.1158949880948263
宝塚市,0.10009190495975957
尼崎市,0.13084795210138933
川西市,0.10000361760292474
川辺郡猪名川町,0.08872745314865561
明石市,0.10940638340534939
洲本市,0.1398023497825737
淡路市,0.18863028546651323
神戸市中央区,0.2185275284302571
神戸市兵庫区,0.19909369957843004
神戸市北区,0.0974233220780636
神戸市垂水区,0.10390200313442802
神戸市東灘区,0.12266413372682385
神戸市灘区,0.1406773092735801
神戸市西区,0.09377793060797747
神戸市長田区,0.13684681171065805
神戸市須磨区,0.10356847541982821
芦屋市,0.10641163687814091
西宮市,0.1123627098558854
函館市,0.13120256046836992
北見市,0.08469175510680647
小樽市,0.09754103156226639
帯広市,0.0885426071043564
旭川市,0.11226090486438181
札幌市中央区,0.12757826080941667
札幌市北区,0.14906504979575683
札幌市南区,0.10451958384714789
札幌市厚別区,0.09908350924132019
札幌市手稲区,0.09239832330057644
札幌市東区,0.11520933059778568
札幌市清田区,0.09269768397822237
札幌市白石区,0.11179266419198639
札幌市西区,0.10714370218258569
札幌市豊平区,0.11774995974094261
江別市,0.10288084997193168
苫小牧市,0.09230777243054619
釧路市,0.1207658610672653
佐倉市,0.09781112921546985
八千代市,0.10965237497408334
千葉市中央区,0.12802952668442172
千葉市稲毛区,0.10932856229498003
千葉市緑区,0.09804998045481199
千葉市美浜区,0.11482179442009008
千葉市花見川区,0.11299845718453783
千葉市若葉区,0.11632247669246096
印旛郡酒々井町,0.0943126784691858
印西市,0.08600949757548039
君津市,0.10124140883899069
四街道市,0.1049767372032336
富津市,0.10381127703054996
富里市,0.0961293573889611
市原市,0.13347964328765527
市川市,0.1246835736121577
成田市,0.11285994981965873
我孫子市,0.09817125681058594
木更津市,0.13311148676589282
松戸市,0.12063307548534712
柏市,0.10546425731277617
流山市,0.10851090573304951
浦安市,0.104522494986921
白井市,0.08794163957839923
習志野市,0.10881836000316782
船橋市,0.11863989016264782
袖ケ浦市,0.12266885725260757
野田市,0.10415940083947685
鎌ケ谷市,0.10326608977475035
和歌山市,0.11626023442775348
さいたま市中央区,0.12561278771268883
さいたま市北区,0.12343385825213192
さいたま市南区,0.12561010512749815
さいたま市大宮区,0.15280576800074033
さいたま市岩槻区,0.11009151281734769
さいたま市桜区,0.12131448581336948
さいたま市浦和区,0.13257029334002204
さいたま市緑区,0.12131505412061061
さいたま市西区,0.1142657501667657
さいたま市見沼区,0.11238051718774149
ふじみ野市,0.12007950987200641
三郷市,0.10962858121706813
上尾市,0.10962843604934688
久喜市,0.10914089996573964
入間市,0.1077594419129822
入間郡三芳町,0.11527467383895168
入間郡毛呂山町,0.12472280141170285
入間郡越生町,0.11964691614028847
八潮市,0.12129017711178562
加須市,0.10943885749020499
北本市,0.10229949999410479
北葛飾郡杉戸町,0.10557043775677144
北足立郡伊奈町,0.10747642697945559
南埼玉郡宮代町,0.11127981229003876
吉川市,0.10855071195609137
和光市,0.11905154148985858
坂戸市,0.14616636235982572
富士見市,0.11245492577692381
川口市,0.14945492279554537
川越市,0.1325516671227945
幸手市,0.10967556719175389
志木市,0.109494890378453
戸田市,0.12584044666007896
所沢市,0.1287435217806808
新座市,0.1223023021164855
日高市,0.14947816141603842
春日部市,0.11606140224137682
朝霞市,0.11915585357440854
東松山市,0.13648132521053452
桶川市,0.15187456364747556
深谷市,0.10688186887722757
熊谷市,0.13756528028086948
狭山市,0.14351622693284133
白岡市,0.10281022993577577
羽生市,0.0980962638356416
草加市,0.12547709940410673
蓮田市,0.09317134728390514
蕨市,0.13705353757688235
行田市,0.11603762278717987
越谷市,0.11288866098482006
飯能市,0.11910039377340263
鴻巣市,0.10703956843329071
鶴ケ島市,0.13802525791835651
別府市,0.13939430633733252
大分市,0.13475153565748949
三島郡島本町,0.10866382510694547
交野市,0.0985095955918096
八尾市,0.11367723332735058
吹田市,0.10898122067157984
和泉市,0.1031037047803624
四條畷市,0.10358596458817233
堺市中区,0.10372897019785686
堺市北区,0.11213221351174339
堺市南区,0.10491160995029068
堺市堺区,0.14395354864575124
堺市東区,0.09919273653837192
堺市美原区,0.13464787519645938
堺市西区,0.10555930608363542
大東市,0.10747100357258661
大阪市中央区,0.2205558543413512
大阪市住之江区,0.10972296672558142
大阪市住吉区,0.13248742569147967
大阪市北区,0.196601641835201
大阪市城東区,0.12579954674276972
大阪市大正区,0.15302873772712633
大阪市天王寺区,0.1656783037500505
大阪市平野区,0.11954957182976253
大阪市旭区,0.13860817358736058
大阪市東住吉区,0.13519569306089047
大阪市東成区,0.17698273053884345
大阪市東淀川区,0.21855426624330815
大阪市此花区,0.12118201676162473
大阪市浪速区,0.2674042568285381
大阪市淀川区,0.20534539992617698
大阪市港区,0.1759188711361628
大阪市生野区,0.15179093356673076
大阪市福島区,0.20269398198230051
大阪市西区,0.19180402496710508
大阪市西成区,0.13936185722990224
大阪市西淀川区,0.16110680935312727
大阪市都島区,0.1418373829714943
大阪市阿倍野区,0.1354382046200363
大阪市鶴見区,0.10931385086398888
大阪狭山市,0.11245283571878613
守口市,0.11128614348147912
富田林市,0.09768588224594509
寝屋川市,0.10806127772795737
岸和田市,0.11576681357339376
摂津市,0.11423353858404621
東大阪市,0.11369705810471435
松原市,0.10972394758084755
枚方市,0.10231714031535602
柏原市,0.11593573303738516
池田市,0.10369619880407696
河内長野市,0.11324513194737948
泉佐野市,0.1037079273565454
泉北郡忠岡町,0.10796120600671558
泉南市,0.10612864675712826
泉南郡岬町,0.12479803040138528
泉南郡熊取町,0.10395271110857537
泉大津市,0.10552395282536099
箕面市,0.10267359678068452
羽曳野市,0.09898502261095155
茨木市,0.10685811940410964
藤井寺市,0.11379486202755115
豊中市,0.10663115234293363
豊能郡豊能町,0.08592227376223106
貝塚市,0.09851118281998922
門真市,0.1228221002743184
阪南市,0.10286470710484964
高槻市,0.10721278962605883
高石市,0.10427059755636524
北葛城郡上牧町,0.09476696448614425
北葛城郡広陵町,0.08993429936729692
北葛城郡河合町,0.1015360677872615
北葛城郡王寺町,0.11024357108148838
吉野郡吉野町,0.09698970004336019
大和郡山市,0.10073689200268768
大和高田市,0.10327443389548185
天理市,0.10742184375964779
奈良市,0.10481199058437181
宇陀市,0.11237529360653566
桜井市,0.10220775264315103
橿原市,0.10551613417590815
生駒市,0.10320502345470277
生駒郡三郷町,0.10027014001061184
生駒郡斑鳩町,0.0993982074963815
磯城郡田原本町,0.09843522928624447
葛城市,0.10027908605686132
香芝市,0.10157969563001071
仙台市太白区,0.11668054784146177
仙台市宮城野区,0.12126525795756282
仙台市泉区,0.12710129606367124
仙台市若林区,0.1405958956449642
仙台市青葉区,0.1442514552327473
刈田郡蔵王町,0.13397940008672038
名取市,0.10267903294926256
塩竈市,0.10688035472523331
多賀城市,0.10093452816218983
大崎市,0.11789002614895652
宮城郡七ヶ浜町,0.1127409725023138
宮城郡松島町,0.1824833522330981
岩沼市,0.07381914863972028
石巻市,0.10812587120024779
宮崎市,0.12740798946045437
延岡市,0.17012254903974489
都城市,0.09600757368300147
富山市,0.12510068502317717
高岡市,0.14433308154301297
下関市,0.09789613005600804
周南市,0.11189821066931252
宇部市,0.11275974338342039
山口市,0.13283348346300025
岩国市,0.10261151843588384
防府市,0.09953606622153903
山形市,0.11709059360056548
酒田市,0.10740123202629359
鶴岡市,0.1109368240022694
甲府市,0.17312425883025961
可児市,0.10139785825526734
各務原市,0.099281394124987
土岐市,0.26312736053882635
多治見市,0.09500164303107002
大垣市,0.10049175485076049
岐阜市,0.10788665952968143
瑞浪市,0.10324889185720365
美濃加茂市,0.31346117168717474
羽島郡岐南町,0.09431514273325661
関市,0.0918709224685565
高山市,0.15257519508664572
倉敷市,0.1223883123137122
岡山市中区,0.10863159154475059
岡山市北区,0.1364318114977835
岡山市南区,0.10001088131744747
岡山市東区,0.10019738317719455
津山市,0.17556092256451042
一関市,0.10733412654034653
奥州市,0.10791686412581647
盛岡市,0.1505498358963293
花巻市,0.10671432247038298
出雲市,0.1005979396303548
松江市,0.10096877088930704
三原市,0.1045612647427541
呉市,0.12415352878026686
安芸郡坂町,0.10636636695974949
安芸郡府中町,0.10530073192658823
安芸郡海田町,0.10422400093148386
尾道市,0.10056899503017887
広島市中区,0.16618958137379508
広島市佐伯区,0.09821063868315903
広島市南区,0.1415067679827037
広島市安佐北区,0.10131510458988943
広島市安佐南区,0.1025493403963923
広島市安芸区,0.10452838601568097
広島市東区,0.11655752470313133
広島市西区,0.15592775431103445
廿日市市,0.11690144878662684
東広島市,0.10226276234358975
福山市,0.11804998542468016
徳島市,0.1274119191711501
今治市,0.12352117909020884
新居浜市,0.12351292175648741
松山市,0.14315431886453822
西条市,0.10044888384347686
あま市,0.09496130065483188
みよし市,0.09129749498215438
一宮市,0.10054843040848875
丹羽郡大口町,0.09566832012222776
丹羽郡扶桑町,0.08929519815517273
刈谷市,0.09701737742685154
北名古屋市,0.09784270509742321
半田市,0.09303960226671187
名古屋市中区,0.21460041120123877
名古屋市中川区,0.10413937055540926
名古屋市中村区,0.19967010899092302
名古屋市北区,0.10464320553307482
名古屋市千種区,0.13596126367501407
名古屋市南区,0.10430148607619143
名古屋市名東区,0.11880986374906834
名古屋市天白区,0.11945149874587557
名古屋市守山区,0.10017430956981734
名古屋市昭和区,0.15348670231189177
名古屋市東区,0.15404167806920685
名古屋市港区,0.10783209904356755
名古屋市熱田区,0.11886232028171997
名古屋市瑞穂区,0.11638712829125437
名古屋市緑区,0.10002068804611687
名古屋市西区,0.13721881158919522
大府市,0.09543854784455477
安城市,0.09788931631890291
小牧市,0.09284271017672815
尾張旭市,0.10061340519438199
岡崎市,0.09624744451878384
岩倉市,0.09429704335806478
常滑市,0.09544557943368243
弥富市,0.09507003356825879
愛知郡東郷町,0.09587721266309938
愛西市,0.08569414119555123
日進市,0.09448717754042613
春日井市,0.100393843767406
東海市,0.09867699121736576
江南市,0.10369741567361988
津島市,0.09813012012048655
海部郡大治町,0.10373225500750534
海部郡蟹江町,0.09751734025576154
清須市,0.1011603934639433
瀬戸市,0.09556437839020136
犬山市,0.09534138877766944
知多市,0.1109103990786409
知多郡南知多町,0.13117621662548
知多郡東浦町,0.09403218440111837
知多郡武豊町,0.09298188274253984
知多郡美浜町,0.14884974500400308
知多郡阿久比町,0.09033516892476678
知立市,0.09720518014864556
碧南市,0.08784768660217981
稲沢市,0.09574830514791786
西尾市,0.09971033240617846
西春日井郡豊山町,0.0974620844475301
豊川市,0.09760462369713747
豊明市,0.1016784090496026
豊橋市,0.13184903113964005
豊田市,0.10186030683558081
長久手市,0.09632405817010717
額田郡幸田町,0.09261704046479384
高浜市,0.09262403574334517
三条市,0.10782138180527392
上越市,0.11598820644700292
新潟市中央区,0.14605493384068924
新潟市東区,0.10540919403901848
新潟市江南区,0.11298491993891846
新潟市秋葉区,0.12665533749688462
新潟市西区,0.11704837183684538
新潟市西蒲区,0.12227886704613673
新発田市,0.13837334377692595
長岡市,0.14625051798428212
あきる野市,0.11115438550836529
三鷹市,0.15999561005229557
世田谷区,0.19895040227044017
中央区,0.22824095179797138
中野区,0.25262165196176894
八王子市,0.15619130955196672
北区,0.2178781126704141
千代田区,0.25987342547917447
台東区,0.22756420175667147
品川区,0.23851002480144698
国分寺市,0.15211549602201732
国立市,0.12793003168101091
墨田区,0.23399428087398091
多摩市,0.12516732077957413
大田区,0.23987663709517718
小平市,0.14407074793200725
小金井市,0.15927382643756133
府中市,0.15671707902941537
文京区,0.25330165333363736
新宿区,0.27021833319749533
日野市,0.147872310484381
昭島市,0.11622388588226103
杉並区,0.2539451221770453
東久留米市,0.12375789196162632
東大和市,0.11382124737180764
東村山市,0.13927582951755066
板橋区,0.2063342951152133
武蔵村山市,0.1358876675844196
武蔵野市,0.18382979617848583
江戸川区,0.13218946983641167
江東区,0.17187805156911515
清瀬市,0.14607858348310038
渋谷区,0.24244300431580243
港区,0.21522006761352674
狛江市,0.13660891772256079
町田市,0.12488701064379461
目黒区,0.23385521519214622
福生市,0.1848779717326864
稲城市,0.1269133763157374
立川市,0.16739807578021784
練馬区,0.21835508699851774
羽村市,0.12477560314664292
荒川区,0.17333145526512753
葛飾区,0.1823503928020572
西多摩郡瑞穂町,0.2214045074568913
西東京市,0.12378133763401947
調布市,0.13777217280323328
豊島区,0.2683783660065275
足立区,0.15384104828490353
青梅市,0.15118671618727908
佐野市,0.10934228596617994
宇都宮市,0.14656980795407498
小山市,0.11600903101857382
栃木市,0.09605999650081577
足利市,0.1259963454575199
那須塩原市,0.1500752222689679
鹿沼市,0.0981736796333467
うるま市,0.10331358130779716
沖縄市,0.11444436899363417
浦添市,0.104909325413206
那覇市,0.11936810798760156
大津市,0.10614600224776037
彦根市,0.10806111057827654
東近江市,0.10866248273412164
草津市,0.10159569115090132
長浜市,0.09925551701490999
八代市,0.10446149885301677
熊本市中央区,0.15660343194723364
熊本市北区,0.10179223057634197
熊本市南区,0.09718649553681569
熊本市東区,0.1187231702237995
熊本市西区,0.1015308070656274
小松市,0.16481117197597686
白山市,0.1615745946575503
金沢市,0.1432455234591914
三浦市,0.14135171162998705
三浦郡葉山町,0.09799868013181497
中郡二宮町,0.10223946694843823
中郡大磯町,0.0999514456826783
伊勢原市,0.12449628950686117
南足柄市,0.12519748533959849
厚木市,0.12722485449083532
大和市,0.16446154508912747
小田原市,0.12118379729528851
川崎市中原区,0.1918256898059573
川崎市多摩区,0.15742093290862766
川崎市宮前区,0.13209700612439315
川崎市川崎区,0.2240512644838693
川崎市幸区,0.16573316333641222
川崎市高津区,0.15976242365026216
川崎市麻生区,0.11758955268332892
平塚市,0.1474644105209693
座間市,0.14013811260968806
愛甲郡愛川町,0.15910234547661944
横浜市中区,0.22203602755153723
横浜市保土ケ谷区,0.1487193709223155
横浜市南区,0.22202408708910965
横浜市戸塚区,0.11814142637687014
横浜市旭区,0.13834684473463582
横浜市栄区,0.10623505992145911
横浜市泉区,0.113904430237186
横浜市港北区,0.17154477390188624
横浜市港南区,0.13073208643124062
横浜市瀬谷区,0.12765647911805825
横浜市磯子区,0.1528649147044361
横浜市神奈川区,0.20517825204129347
横浜市緑区,0.1234419335421334
横浜市西区,0.2428118019818099
横浜市都筑区,0.10322173881130338
横浜市金沢区,0.11708192874647251
横浜市青葉区,0.12024033849156139
横浜市鶴見区,0.17298223077011196
横須賀市,0.12528620738637763
海老名市,0.1350083948662328
相模原市中央区,0.19251527502882804
相模原市南区,0.14222540875119768
相模原市緑区,0.16219343829795338
秦野市,0.10938251485403526
綾瀬市,0.11690989616502469
茅ヶ崎市,0.11292634135561422
藤沢市,0.12702544529374007
足柄上郡大井町,0.11335544480553512
足柄上郡開成町,0.10362625021947793
逗子市,0.1123966297384429
鎌倉市,0.10002206100669378
高座郡寒川町,0.11218642434133426
福井市,0.14683401866713644
中間市,0.09627651846161038
久留米市,0.15935576374398427
北九州市八幡東区,0.11439505754707198
北九州市八幡西区,0.12550289702584808
北九州市小倉北区,0.13126909700966627
北九州市小倉南区,0.12115776040851954
北九州市戸畑区,0.11499766429228801
北九州市若松区,0.09584176006839694
北九州市門司区,0.1130348600793475
古賀市,0.09959051350828005
大川市,0.108910480708425
大牟田市,0.10024646852339608
大野城市,0.11325487943148045
太宰府市,0.14392610028229247
宗像市,0.13137341565328023
小郡市,0.10676024220081497
春日市,0.10053113362047184
柳川市,0.10524444425519483
田川郡糸田町,0.12557507201905657
福岡市中央区,0.2087089802827752
福岡市南区,0.1590861241990657
福岡市博多区,0.22357260558266318
福岡市城南区,0.14932742530548865
福岡市早良区,0.1374098555209015
福岡市東区,0.146006458455106
福岡市西区,0.1210830402581776
福津市,0.1027991725172547
筑後市,0.1060156809657507
筑紫野市,0.10327735903476222
粕屋郡宇美町,0.08407209453739103
粕屋郡志免町,0.09059574527117276
粕屋郡新宮町,0.094389083280635
粕屋郡篠栗町,0.09721529667204276
粕屋郡粕屋町,0.10377265638076061
糸島市,0.09788772285421204
行橋市,0.10162776217581196
遠賀郡芦屋町,0.21913077556407992
那珂川市,0.10822804530719188
飯塚市,0.09635375864607211
いわき市,0.13206698307558307
会津若松市,0.12323645386751217
福島市,0.14553872431601927
郡山市,0.12258627740648521
横手市,0.1044986880447619
秋田市,0.14411996248184306
伊勢崎市,0.1218185254160905
前橋市,0.1708895664867103
太田市,0.1468681992802587
桐生市,0.11250999797361447
高崎市,0.12695303754093498
つくばみらい市,0.10546541916580406
つくば市,0.08891829789454878
ひたちなか市,0.1345849512400906
取手市,0.11618126942206834
古河市,0.12058929892190903
土浦市,0.11231862403200034
守谷市,0.0970852740422854
日立市,0.11748093358172279
水戸市,0.12419846877664627
牛久市,0.10158853900602831
筑西市,0.09885863552148363
龍ケ崎市,0.10353900995952751
佐世保市,0.10380534439201691
諫早市,0.09065081355772196
長崎市,0.11319892813568123
上田市,0.12417258275739053
佐久市,0.12204474822993688
松本市,0.10303602607425563
長野市,0.1266340130864531
飯田市,0.09897907746149381
八戸市,0.12966148543631145
弘前市,0.13836927053065373
青森市,0.12742460124944638
三島市,0.11128191879552167
富士宮市,0.10164928328614395
富士市,0.12925967021362966
島田市,0.09752906981367382
掛川市,0.16751262183347174
榛原郡川根本町,0.17255973208639463
沼津市,0.10608695260443354
浜松市中区,0.13375702351980354
浜松市北区,0.14357846328352625
浜松市南区,0.13581715560452678
浜松市東区,0.11067637483501527
浜松市浜北区,0.18096529809255937
浜松市西区,0.1254532876488618
焼津市,0.11118384761886127
磐田市,0.11501390369929847
藤枝市,0.0984619924396057
静岡市清水区,0.110648071364596
静岡市葵区,0.1357784520373627
静岡市駿河区,0.1109608433710898
丸亀市,0.12240389877579408
高松市,0.12612008128166352
高知市,0.12249946876702
米子市,0.12411882977954576
鳥取市,0.1515189217053313
薩摩川内市,0.08951403060714043
霧島市,0.09455054267662842
鹿児島市,0.13901225023849154
鹿屋市,0.08941876468389579
北相馬郡利根町,0.10984
